Address,City,EOAddress,Electorate,Email,Fax,First name,Gender,House,LastName,LastUpdated,MinAddress,MinPhone,Minister,POAddress,POstcode,Party,PartyAbb,Phone,Photo,Political Party,Name,Position,PreferredName,Salutation,State,Surname,Title,Web,images,﻿Full Name
PO Box 40021,Casuarina,,Jingili,,,Jacinta,Female,,,,,,,,O810,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/VgzjoSmVqt3jb9mbn-BMfA/po7S2RtnZ6rLkeRTbK-crWvR5l2Xx5i6JGdD4vVb3eHUbfnJXaMhZdcoj3lHHAVCNBwJ2tuouQRwsvOX5WgGyopWsoY_5tt6-o8nq04VrBJVIcsPq0A7at-8ecNiLBK4TinHMENYQdHekARkO5w_Nw/CNLpiZGYgag608xXvLinizotndrUnpt9T_Q-jWMWmIE),CLP,Senator,,,Senator,NT,Nampijinpa Price,Senator,,,Jacinta Nampijinpa Price
GPO Box B58,Perth,,Perth,,,Fatima,Female,,,,,,,,6000,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/C35Z_46VBGvPGLz27eQ-jA/p-eXnq6w_t1YWlgHH3UrywfF-bgqutybHXAQ0C-axZzC0dEa---2uhBaVRrDTrBdedmhYaMl1IZ6DQE2BHioNoFpbrTlrRB1ZSHLmWzGYsfDYTrZtnJG-3LIhTuAY6td960aDADiXJ-2wOQAUOpoug/nwxs28SOSnajn9WLnk93pzcVt4G7etjDzfKvX9TyVoc),IND,Senator,Independent WA Whip,,Senator,WA,Payman,Senator,,,Fatima Payman
PO Box 705,Gungahlin,,Gungahlin,,,David,Male,,,,,,,,2912,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/2pt3NbLFWiingaAtHKK5gQ/lznOJFqw4Nydl0nxtdmGvwMmbzvcpzmreJrF7JY96PeOEsl9qgJ5Uvd_8VsmniDbx89K92FEtSWuiC6cYVSW7y5p1iRhask7Q80cOIz77zF14vCSEyahjO7NfWkvW_FnVpWjEkX5_tArtAoyaeJMAg/fhdA82L3o3B0phJG3Fi7HiTBNLQoUSWmFvhAx3w2ZgY),IND,Senator,Independent ACT Whip,,Senator,ACT,Pocock,Senator,,,David Pocock
PO Box 2350,Chermside Centre,,Chermside,,,Gerard,Male,,,,,,,,4032,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/3iP5vtyXDo6q0mGoNIbBmA/TtmnyJYuyTHB1bnX3qjbrntkak1lYxLkvcEWB60s1W3r8EgjuVjUAoAX9pqI3S6LagVXQDaPbnxglUDIUUcE4eLx5MVuSxdvwnszORkgT8DKAV7F7VNFERQeBRF0SyeL_m0cqYgQiQBypJ-ZhfV3iQ/ojP00VdNbM5DsZ0NiulnKI6qi055O-UhC9kUyFFKn5E),IND,Senator,Independent QLD Whip,,Senator,QLD,Rennick,Senator,,,Gerard Rennick
"PO Box 1526, 186-188 Smith Street",Collingwood,,Collingwood,,,Lidia,Female,,,,,,,,3066,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/dCdsUC6KPv-WRN9wVwLxMg/5Jm_C4Uoc9-7bTu_7gg9Tie8c6zvF4xUMiVqXu19ox3zFn2Z2tKQrSspT3Xl-v4-8Rod6m5J0YigaO2OZqVm0GkS_sDMuj3EJEFrSctIbpRHafr4Px8PNACBT3Vc4rYDWw5ZtjmOQnwt_gV9eqJoDw/3hRxqNobtG6adl_7SAIjIkZGW71YdwhK5OpVyXANBek),IND,Senator,Independent VIC Whip,,Senator,VIC,Thorpe,Senator,,,Lidia Thorpe
PO Box 1087,Launceston,,Launceston,,,Tammy,Female,,,,,,,,7250,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/78DUmO-n6y5N-Uz92QqGew/D9v9Fh4JWmjEvpxF-BwQq-MiFhySF0zeropfsJ9bgmD4FGxg9qr5WEgDtO7tXGuVirKbZaa57vC0kXJIpgMhpBzVAmmynnDr8JdXHGwN4zT8VaB5YOJjOjbJjX2A83XPXXMIp0W_paJ8pBmFFmxHzQ/mSGg-jTA97XvmH-qlbmvdlRqoPtNzYXe-cf6Hg-UcEg),IND,Senator,Independent TAS Whip,,Senator,TAS,Tyrrell,Senator,,,Tammy Tyrrell
18 Park Road,Cheltenham,,Cheltenham,,,David,Male,,,,,,,,3192,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/BdpBMD7z1v5-52CptHR0XA/OcyOT67qwhyGy24__xhVU57h6_H6VgQVF6Pu9c67sl-0NLQ6wEzJE0OqgcH7MkyTx4Pob8DtvhjAR0Ny_gUor3hwesg5rOKl0R_9uDnbyBsl9_T-2AhT_C3hJTX4NmTJMY2NYsMkBEze20xdG9bqnQ/bWHf0YwxpucFaZIOofBynms69dwMLloxqRTDdow7YaE),IND,Senator,Independent VIC Whip,,Senator,VIC,Van,Senator,,"[{'base64': 'imagejpghttps//v5airtableusercontentcom/v3/u/35/35/1732068000000/BdpBMD7z1v552CptHR0XA/OcyOT67qwhyGy24xhVU57h6H6VgQVF6Pu9c67sl0NLQ6wEzJE0OqgcH7MkyTx4Pob8DtvhjAR0NygUor3hwesg5rOKl0R9uDnbyBsl9T2AhTC3hJTX4NmTJMY2NYsMkBEze20xdG9bqnQ/bWHf0YwxpucFaZIOofBynms69dwMLloxqRTDdow7YaE', 'type': None}]",David Van
PO Box 256,Burnie,,Burnie,,,Jacqui,Female,,,,,,,,7320,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/N06nSu0hkBXEnOJT5ohkyA/mTF03DwGtVj1sm8J1PcKML56aW3I1HgNbqtl1_mjQ7EymfOV74AnIANkZgJvH0l-DCt-On4DrSTX4WzPBukQlaa6B9uWY6l31VJSrIQQo5NJukWNK_gTYI1QFNB9dUw0NCINKyME5aTk9sE-l6OsWA/rpJsiYDEmP_7wWD84aD14eBWg-zRlja3JxZ5JYVTvq4),JLN,Senator,,,Senator,TAS,Lambie,Senator,,,Jacqui Lambie
PO Box 2185,Townsville,,Townsville,,,Susan,Female,,,,,,,,4810,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/oGPdaQYvlZTSz2Y6A71ipg/U4m24J-RmLKf5Hcs69U81o0epzUTkhTIu2zIY8R8ENyyBKXYcRe-cT3hLFNdSk-K2SKWBvhghOBis37exow2f_5UXMGbiGK-YfSjJyHD3-HjxHLWxiY2zcJvdGJzf4B4ft-QSAdsgv80qIca5s3ZXA/sO3k9jT5mKGv8k82iF5vTiQJDCQtBZxpWpPvXpQBZ5s),LNP,Senator,,,Senator,QLD,McDonald,Senator,,,Susan McDonald
PO Box 772,Nambour,,Nambour,,,James,Male,,,,,,,,4560,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/l8FGt87a4-NRc0JZBKbmtg/KT0_6qdsLmlHsi0nFQpdl7mAuOgfUeRv6cAX4Y7mc7rt3u4SKmpD7sN6xQT9A-BozJKDb0WOi3W3e_ER5k7PRpFLATnsuWrdiU2Atapfkk2BBFQ8iROgzNLaeGhsjfIiB6B6IfptUCreBsCBYt9CLA/dwJuFwIyizkqYkj5rnmGc2QFbrAOO-xD4fLjOsSYJV0),LNP,Senator,,,Senator,QLD,McGrath,Senator the Hon,,,James McGrath
398 Main North Road,Blair Athol,,Blair Athol,,,Alexander,Male,,,,,,,,5084,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/5U6P-kX_nLXyOOhDFTT32A/jzID2I7Yf0R4okEKTkcfSNDv7rBuo1m0TW0vDVy5Fq0kirhqxKK7HAIkhY7MwJUJ3R--tTQW3ozsqGK6DfKDgKkRL6KVdawvZjqnxIXe-gwWn64eRSe_BUgr14aNSUNd0QutLG7G3_RHh6n5Lwmz3g/8-cxmt9BRUlYgz44uvB_4vcWk4yo4IB8YztZe03XS1o),LP,Senator,,,Senator,SA,Antic,Senator,,,Alexander Antic
PO Box 97,Launceston,,Launceston,,,Wendy,Female,,,,,,,,7250,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/_L3oRF6eJ6vCayDGwjkSJA/17ew3O-50Ve95D0JQQy9Sm0yu9WI460OIoz00y280vWmQdbY8z38iIQfz-97oV2c6n-BGuRtTuBvTOpaHK3wiAYFh4jHASVXYxvwKRS70JdhFvgLNgF648A69o64phoOMlnYzOkSxYcfrFgibssHkQ/Zf2SjGWef6rXTwHZuOKzUXKqvX0Ga1K4yDjCVqEkbEI),LP,Senator,Opposition Whip in the Senate,,Senator,TAS,Askew,Senator,,,Wendy Askew
107 Sir Donald Bradman Drive,Hilton,,Hilton,,,Simon,Male,,,,,,,,5033,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/C_Tx0kOU0Jqwics4qgXT5Q/GmUgZGensoAcucGohRbP5ib24HxOUkm76LqmHsBX2gI5cEX4HYEW6GDIdd_4-p4bcOrvoY7d99jjF3HUZhxSIWXMyUmxePAGg0DFKdvt3s8w-OI6EqaPmqIejpObCzBCoEhJGDnX2ywW-YjrzfAMqw/cFFSeIBadbA9wsTXFe87Ae2JngIiAcVCgBeeiSG_nIQ),LP,Senator,Leader of the Opposition in the Senate,,Senator,SA,Birmingham,Senator the Hon,,"[{'base64': 'imagejpghttps//v5airtableusercontentcom/v3/u/35/35/1732068000000/CTx0kOU0Jqwics4qgXT5Q/GmUgZGensoAcucGohRbP5ib24HxOUkm76LqmHsBX2gI5cEX4HYEW6GDIdd4p4bcOrvoY7d99jjF3HUZhxSIWXMyUmxePAGg0DFKdvt3s8wOI6EqaPmqIejpObCzBCoEhJGDnX2ywWYjrzfAMqw/cFFSeIBadbA9wsTXFe87Ae2JngIiAcVCgBeeiSGnIQ', 'type': None}]",Simon Birmingham
GPO Box 5411,Sydney,,Sydney,,,Andrew,Male,,,,,,,,2000,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/8rmWifbrLzrdv_HdJdO2Zg/9CkhynZ2a1FEgHV0YY0vcVdfh7uu9CQ8d-Ni3fuDymlYBK9nUym6eNYgR5Yy7zzuDn-zdm0vWlrcqu1gCCuQtBUnkDVexMpkG8EkZk2mfPVVb_Lnb1g5nUhNushdAucL5hhWu_743BCR6mk5UN1-sQ/wfbohDj21R3FJThf0yxS2svEMAJgFVTMbGtl34OLtuo),LP,Senator,,,Senator,NSW,Bragg,Senator,,"[{'base64': 'imagejpghttps//v5airtableusercontentcom/v3/u/35/35/1732068000000/8rmWifbrLzrdvHdJdO2Zg/9CkhynZ2a1FEgHV0YY0vcVdfh7uu9CQ8dNi3fuDymlYBK9nUym6eNYgR5Yy7zzuDnzdm0vWlrcqu1gCCuQtBUnkDVexMpkG8EkZk2mfPVVbLnb1g5nUhNushdAucL5hhWu743BCR6mk5UN1sQ/wfbohDj21R3FJThf0yxS2svEMAJgFVTMbGtl34OLtuo', 'type': None}]",Andrew Bragg
"Unit 4, 1 Harper Terrace",South Perth,,South Perth,,,William,Male,,,,,,,,6151,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/0wdnkyavzO--BCdTm5k1HA/USxzb5D38__3bsC76qtpV97hS0G6jSQwE93yi5KtQPwwjuGShzLbQQuz5n8NYit6RtcRBUKJgDCmXqYUsEshpA28Ynwl-nkno0EKyauGuX69NJ2am3p8rSE2k4BvvyQrZEImDjvc9-Zk801QjzIwBA/uZppieJeeWx275sciEurcW5osWNlvbb9aPmrbgZh5Us),LP,Senator,,,Senator,WA,Brockman,Senator,,"[{'base64': 'imagejpghttps//v5airtableusercontentcom/v3/u/35/35/1732068000000/0wdnkyavzOBCdTm5k1HA/USxzb5D383bsC76qtpV97hS0G6jSQwE93yi5KtQPwwjuGShzLbQQuz5n8NYit6RtcRBUKJgDCmXqYUsEshpA28Ynwlnkno0EKyauGuX69NJ2am3p8rSE2k4BvvyQrZEImDjvc9Zk801QjzIwBA/uZppieJeeWx275sciEurcW5osWNlvbb9aPmrbgZh5Us', 'type': None}]",William Brockman
PO Box 1966,West Perth,,West Perth,,,Michaelia,Female,,,,,,,,6005,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/mC7RT-2PwtAiFMeSGBWjHg/jJMbOFKXuoGMxEn9Mpd7lZ4sq5ird7Bpwmn0RMTUbXDGl3b1obvRZGzzYqWkBPxXYbrzmhUPLEfZKswTJJLtYMlhIJ7YLjCykdq-U9jLJu3X0NrQ4m0r51gugYz0WX4pFCI-3ElP1PnZjnl3_BqVYQ/GQvTA2lu-shErLtjIXBDizGwyeWcXGZW43YUIJZXNOc),LP,Senator,Deputy Leader of the Opposition in the Senate,,Senator,WA,Cash,Senator the Hon,,,Michaelia Cash
GPO Box 250,Richmond,,Richmond,,,Claire,Female,,,,,,,,7025,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/o9KiquvwSivJfaL7IC-jZg/cJtUQQeF9zkO8hTgmZvKvQ-Y8U4NLmrsvWsSDLGzjQ9Cez_iTqUiynW1XE29YeTAYXkORBosLqbIOkVkuPUloDUh7vNgkvkXH0iNwvHKenrk3_ibzBWiWmseM2U5SFwAUO31j-ESMHyjRpDzHIUqoA/RfRV9id7yMqDv927wJHPa0XHhNOB_8dFrpWdgs-cB88),LP,Senator,,,Senator,TAS,Chandler,Senator,,,Claire Chandler
PO Box 603,Devonport,,Devonport,,,Richard,Male,,,,,,,,7310,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/PcQcVIAPZfX_wqKzelVwRg/BPf1EHTBHf3N8kvgPruM5JcoRaccpNAtayMiVYW8ec3nyTJk0u9PWVw4n2IaUyobTCH8yUAat1muDo55ULIHwB6cBw-BrUrOcgOXBOXP0PVQi_978hQnXBH49-kdaM00ne7TbXrYWlyrImWkyjDMNg/jrY2eQAU-UK0s6rLP_hf-vu87ZxOGZPe6UeoT9mTRg8),LP,Senator,,,Senator,TAS,Colbeck,Senator the Hon,,,Richard Colbeck
GPO Box 453,Hobart,,Hobart,,,Jonathon,Male,,,,,,,,7000,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/I5X9HU6ZRWOYhumkZzNV-Q/TAQPBb3GaGwXKnaa5_nodZkXKYBDfP0o-fyEYyfRNXg-nus7_3RBDQ-rGuoznihfh1fjUWKumtzwucegj3zr7pFrpuKuQlhqyi_f2dn4iTkhRV66v6-AiqWIkOX1nt8_qlYhtiReq_8p0gzBM3mZOQ/l2WQg7RbrZm_hrn5APKAMS_X_SDBa4695upjxu0XXqk),LP,Senator,Deputy Manager of Opposition Business in the Senate,,Senator,TAS,Duniam,Senator the Hon,,,Jonathon Duniam
"Commonwealth Parliament Offices, Suite 4, Level 13, 100 King William Street",Adelaide,,Adelaide,,,David,Male,,,,,,,,5000,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/v2pFmu7u4nD8WiKLpkCtDA/ds1uoYZp_bd1kOHztQZiBkpfTzAk-hPp0rB6X9x-CmQqhbp40k1OY0hlliW4IKOGVYenMWbJR7QAP1-pnuiIbhXv2gPQjPv7W5OfNUcZCl30l9HfPAx7pGzAOkNoBVdAFtwUVKNLHm2zFbiTlTEIJA/IRErJUjBWcQOepaOPoPfXIWAoKbQO9dJs-Uc5bHLrIU),LP,Senator,,,Senator,SA,Fawcett,Senator the Hon,,,David Fawcett
PO Box 321,Geelong,,Geelong,,,Sarah,Female,,,,,,,,3220,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/ncf1AZsj63FP78afGpzEWQ/Px4bK-eub_b0IESfD0UmY81MY-Yi4nzidb2biqtEKsyUqgfKpijFB9ssBQkte3zMWPcbr6438jOvDjSAdaH9n03jFnMT_r2tMe9e763g2pnhVLv9xWzEE_ytNxn3uBiJaHIGCPnxg2IwEJqoYfseNg/55cu3zJ8-M4e4rqi7DdC-G-sU2pvmk89EqR93sbOPk0),LP,Senator,,,Senator,VIC,Henderson,Senator the Hon,,,Sarah Henderson
GPO Box 36,Sydney,,Sydney,,,Hollie,Female,,,,,,,,2000,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/qdy3tBkze0V15yhy84Aa3w/vwQ4vgk-CAEiOQekpFpslz7QNV9bvQSMxHNoLsdRs4hT_qiaFryvh0IbDb0UHXs08UQoP_KlUMc_K9nH9iOkIZqyo6ZzWQsiUuKHczDAF7QTa_y3CLc13aqDWxExHSEEDZ1uct07Fr3m6dc-3fo4ZQ/IaHzZ4KKcbEz4dDw6cKUErTFoBjhSvsD1N0eNER3kUo),LP,Senator,,,Senator,NSW,Hughes,Senator,,"[{'base64': 'imagejpghttps//v5airtableusercontentcom/v3/u/35/35/1732068000000/qdy3tBkze0V15yhy84Aa3w/vwQ4vgkCAEiOQekpFpslz7QNV9bvQSMxHNoLsdRs4hTqiaFryvh0IbDb0UHXs08UQoPKlUMcK9nH9iOkIZqyo6ZzWQsiUuKHczDAF7QTay3CLc13aqDWxExHSEEDZ1uct07Fr3m6dc3fo4ZQ/IaHzZ4KKcbEz4dDw6cKUErTFoBjhSvsD1N0eNER3kUo', 'type': None}]",Hollie Hughes
PO Box 224,Richmond,,Richmond,,,Jane,Female,,,,,,,,3121,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/-9RVRwURHJT3VEQn__nRJA/9xvT1wIuHZVbANVp48WM1oWIJKRm4WpxgFDh8mlSIEHWoiIB9BbLzH5yLFkZi9C3OIcD8JxSE5_4gw3xcYi5p0i1ONzvTC81xD0nssuWZyw-PiyxYB5fgbg1wddXagq7UlGZVGKOVnA3oU6vml5QEg/n22JYjRVvxdhVUDncrRJFjQHkA-4Fu-RtTIiir4gt58),LP,Senator,,,Senator,VIC,Hume,Senator the Hon,,,Jane Hume
GPO Box 36,Sydney,,Sydney,,,Maria,Female,,,,,,,,2000,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/5U5s8yb3RXR6gxN6Odgq1g/PQmuEBFICVQSMQuKAyaL-qj8WMmN2KKt4Zv6zg3ZgLJoc0fIvls18jysv9vpSpsY6vIBd6ArCiutO2ZmTL0svqjCmxRrW4uVaYk-XLMoVvjLhmevw3OOFVDpUz8FNutvqrYj5g7kuNGezCVjQa8WuQ/8P8-KAI8LTXihoFifRwf0u8nBNzZHwvh9f-EYc66ZTc),LP,Senator,Deputy Opposition Whip in the Senate,,Senator,NSW,Kovacic,Senator,,,Maria Kovacic
"Level 2, 31 Ebenezer Place",Adelaide,,Adelaide,,,Kerrynne,Female,,,,,,,,5000,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/HLi3HkJP6ajoCgx3Bu8IxA/g6pB8PmWHNGU2ILQrpbW2YLnVQgJqFcCSEVK-sOCzGGhAN4-cFEWCARNfymo0lgcHNO0fq5fSDjjAwIs-zTFggItu4dweHrDreKAF5PWO6WRheen8Gr_a2QtElKak_-uiWZM7Ez3PnVwyrHNm5SN8w/ad-l4TUIBaFT3srPNmeq0Ow3nte5fWbGkxvd38GBKI0),LP,Senator,,,Senator,SA,Liddle,Senator,,,Kerrynne Liddle
"Level 1, 97 King William Street",Kent Town,,Kent Town,,,Andrew,Male,,,,,,,,5067,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/uo4KWdW2302hVL5uFoIVDQ/qxI_3b2uamDZNjKn7s-y4dwP6R_fU4lNjI7MXmwBZLKlozF8McjNKsAYPGkxwZlvzqNtoZT-d0KXkxhFVAb8rO_AbUQTf9Au87OlHzVco3oCBdqSxVusSKZvOmMu97vgc8Om8lzEwHMuFm_wxZSlOg/AA0-nSJr6uTt_nfRfx_no3ERqEOj60KaSsl1w2dZALw),LP,Senator,Deputy President and Chair of Committees,,Senator,SA,McLachlan,Senator,,,Andrew McLachlan
PO Box 3466,Success,,Success,,,Matthew,Male,,,,,,,,6164,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/jMk8Z82IwR2AMC34HZrSjg/2NgVn7c9-41pi3bM-f-gHy6eTnC14CXiOPkzAXOw5qu3O9odYVuMqgEa_qYuxKhKG57MfHAGRgbwZhb_UTCp-d-efeXmGc0_zOKxCAz1Qc0xrtsNR1Vvqin8QLYuDdKcEWA7b_7P2bVnfkzJ6Gn93g/OTrr4BQagH2SKOJd3sgHTU3lpHR6GoZGktwcqYhw9Yc),LP,Senator,Deputy Opposition Whip in the Senate,,Senator,WA,O'Sullivan,Senator,,,Matthew O'Sullivan
"Ground floor, 63 York Street",South Melbourne,,South Melbourne,,,James,Male,,,,,,,,3205,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/jNrH6oEmF6USu7e00_Apmg/SV6wPn-VBce_aQKByOJxSmSs5Te8U4-mIz_EqLegwL5hJiOs-yOrQfYV2MjB_R6oQlnDzKq0Tol_qULIhVk0bpOReKc7ZxXADlg8fiFJwo4Ay_BlXVj4kMV40lsnfnqrUTNMQWD18u8mF6ikLTHFog/0U5M_6DAMzPlLMDVm3RHvWmEJ7jqwKcUUZhehebBMMs),LP,Senator,,,Senator,VIC,Paterson,Senator,,"[{'base64': 'imagejpghttps//v5airtableusercontentcom/v3/u/35/35/1732068000000/jNrH6oEmF6USu7e00Apmg/SV6wPnVBceaQKByOJxSmSs5Te8U4mIzEqLegwL5hJiOsyOrQfYV2MjBR6oQlnDzKq0TolqULIhVk0bpOReKc7ZxXADlg8fiFJwo4AyBlXVj4kMV40lsnfnqrUTNMQWD18u8mF6ikLTHFog/0U5M6DAMzPlLMDVm3RHvWmEJ7jqwKcUUZhehebBMMs', 'type': None}]",James Paterson
PO Box 369,Belmont,,Rivervale,,,Linda,Female,,,,,,,,6103,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/RCbRpy79kFymOLL1vALobg/6rfye_Y6lexnEXpU1r0CXvHxZqPEJq-et7p1oxbt6dmAGuNgKbSGWiuE8ucAu50p2iHHDLZ_UtCPX4cD19JMOX3mJRGMstcLLMy9B8ogFdXEIQQnwQX9aHT90qn_tvOEwgUOyKPCiNyfe7J6zaU9EA/pG-4IQnqU-uII6i0pbvGWaK55PtyOw6zCdcsuE0j1b4),LP,Senator,,,Senator,WA,Reynolds,Senator the Hon,,"[{'base64': 'imagejpghttps//v5airtableusercontentcom/v3/u/35/35/1732068000000/RCbRpy79kFymOLL1vALobg/6rfyeY6lexnEXpU1r0CXvHxZqPEJqet7p1oxbt6dmAGuNgKbSGWiuE8ucAu50p2iHHDLZUtCPX4cD19JMOX3mJRGMstcLLMy9B8ogFdXEIQQnwQX9aHT90qntvOEwgUOyKPCiNyfe7J6zaU9EA/pG4IQnqUuII6i0pbvGWaK55PtyOw6zCdcsuE0j1b4', 'type': None}]",Linda Reynolds
PO Box 1671,Renmark,,Renmark,,,Anne,Female,,,,,,,,5341,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/8zVgouhv4DV4LuCz88C7rw/UvwkHjGGyVSTsnTLem8LwRh5fWrxOyqMjTlxgoGD01LotQlEsjusYKeskbu5S_qYy-CpwdYMGf38q9O3Ze9rtNFpPTHWJfZEhswoswq-sirP4L3-y-eTsuKMkg9uharhvDV5iFZ_H5-L5PASD_6f1Q/UA0LRze2lCWGi-0pIFDrBtoh3KIQ71hAAeiVFNbqsbQ),LP,Senator,Manager of Opposition Business in the Senate,,Senator,SA,Ruston,Senator the Hon,,,Anne Ruston
PO Box 4287,Springfield Central,,Springfield Central,,,Paul,Male,,,,,,,,4300,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/_S5E_1TqRTQdteshCu8xXA/vRocFbenM5FHFad2CSwMxoYkKzNMZmIgRiB8otRgsA_AtYxElQK-yqA9i2gSwOwAPogUP7nI0h4TIzK_9ZSqt_fZJx6yPqzH2unxIFsEhmfNm6WQJoNlXdlwZpTIuAr8euU4yaWnbZOZsQLg2UfGzA/jSVCdP_QfoiTlvJl3X5EuvHjm4YCRY5j0_Wkfbxr3wk),LP,Senator,,,Senator,QLD,Scarr,Senator,,,Paul Scarr
GPO Box 36,Sydney,,Sydney,,,Devanand,Male,,,,,,,,2000,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/QInYIp34SnKJ8yakIBx2OQ/WuzAsQNHvMeGjLUAUC-gezMDyipy9lIksFDOMG4KfIzLyPOF2TKsOsey_xq7xyU-DJLxRLW3qitLXuprIb0v7ExN27mW7uom_R_Bj3GrIiv_wZp7WhvYcM_mUWmUPAoAE_5RLtYL7Y6o0KrvWiLlOQ/_wNTFXbDpqW_OZJ_hVwSyY8mTESGO-ef7Nq51PRlu7g),LP,Senator,,,Senator,NSW,Sharma,Senator,,,Devanand Sharma
PO Box 40,Madeley,,Greenwood,,,Dean,Male,,,,,,,,6024,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/oxlWLGZKTzYJjl9ppKgtkA/up1jLMoFF2PJ6qseH2RAkkkw9G-OQLssSgjnKq0MmOi63iyMU8vYHzbp64GXxDSbBpj5sxVq6bVz5KtQs2QnJo0NkWOSN3xCvYMAYPzdC_cgRu20GgV2UG_JxgBmRKdpd6RQgmxJowg3ZkNkRsZLDA/nzocp494tqXbCRnLrPQ9n0TYr7f5yLf9fkuEzNvV0qQ),LP,Senator,,,Senator,WA,Smith,Senator,,,Dean Smith
"Ground Floor, 28-30 Bolton Street",Newcastle,,Newcastle,,,Ross,Male,,,,,,,,2300,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/660_z8KNb36iJxwo9_w1tg/dCJ5e2q8PlaGhyYQwDNsMv2qIhvpaowtbe1j52-cBK08pjYblS_bBZK3QWmFFX-4MOQRv1lJJGSTySkJZ1W20FxJZMkIhbet-LIgXRJyYEBjG2e6Zn_Z77YhmAa61f4PQm5JcAVG9qLOnVSnEPn6Tw/La-xW7KiB3bCCSZ22ctKHcvG6MYTjzMaRWDNvfkuBhA),NATS,Senator,Nationals Whip in the Senate,,Senator,NSW,Cadell,Senator,,,Ross Cadell
PO Box 737,Rockhampton,,Rockhampton,,,Matthew,Male,,,,,,,,4700,,,,image.jpg (https://v5.airtableusercontent.com/v3/u/35/35/1732068000000/0ZOOYTuZlvl_rUf0raf17Q/0rnBC7GVbcdF6aseo3HKX_pmvy7FUZ883tn0rxtTipiKEr6yFKYVmZo-vrHGLGwkPTvwn3PL9lC5Ga2afCCkIMPY4qFlmfNKzxy6_hsj-h_D3jvHHvdXMjSDyrh6Zn5youBv8WYYqvnh6YtYpuu5Mg/uHrBGFPcLtu3OuejI_xUXYHSky21uJLGlDb-Esuvmpw),NATS,Senator,,,Senator,QLD,Canavan,Senator the Hon,,,Matthew Canavan
